full_word,sentence_word_index,total_word_index
M. de La Mole,12,108948
Sorel,0,108995
Geronimo,12,109105
de Beauvoisis,5,109098
Beauvoisis,6,109099
Julien,0,109114
Jamais Julien,0,109164
M. de La Mole,25,109215
La Mole,0,109285
Norbert,2,109498
M. de La Mole,0,109522
Julien,7,109529
Julien,0,109585
Julien,0,109729
Julien,0,109759
Julien,6,109805
Julien,4,109834
Pirard,6,109855
Julien,4,109879
Rivarol,9,110072
Julien,5,110068
M. de La Mole,0,110085
Julien,5,110107
M. de La Mole,0,110208
Julien,9,110227
Julien,0,110394
Julien,0,110445
M. l'abbé Pirard,4,110644
Poisson,0,110673
Julien,4,110686
Pirard,7,110980
Julien,5,111000
Julien,21,111055
Julien,10,111111
Bonaparte,6,111149
Hudson Lowe,7,111158
Korasoff,8,111254
Korasoff,27,111332
Julien,0,111305
Philippe Vane,14,111386
Locke,25,111397
Vane,16,111425
Julien,11,111420
Julien,0,111433
M. de La Mole,14,111506
Remarquez,0,111877
Julien,2,111972
M. de Rênal,10,112057
M. de Valenod,7,112069
M. de Rênal,18,112080
Julien,5,112142
Julien,5,112172
Julien,0,112186
M. de La Mole,29,112279
M. de Cholin,27,112388
M. de Valenod,3,112364
Julien,19,112380
M. de La Mole,46,112407
Julien,0,112361
Julien,10,112422
M. de Cholin,2,112441
Julien,7,112446
Julien,0,112499
Julien,0,112689
Julien,20,112873
La Mole,14,112867
La Mole,32,112885
Mathilde,0,112901
de Luz,16,113019
de Croisenois,10,113013
Julien,23,113077
Monsieur Sorel,39,113118
M. de Retz,50,113129
Julien,8,113231
Julien,0,113253
Norbert,2,113461
M. de Retz,30,113489
Sorel,9,113468
Julien,5,113464
Julien,20,113513
Norbert,9,113707
Norbert,0,113729
Julien,18,113768
Julien,5,114162
Mathilde,7,114210
Julien,6,114220
Coulon,8,114345
Monsieur Sorel,13,114425
Rousseau,0,114453
Julien,6,114469
Mathilde,0,114648
Mathilde,14,114745
M. de Rouvray,0,114799
Mathilde,14,114827
M. de Rouvray,32,114879
Voilà Croisenois,14,114861
Lui,0,114893
Altamira,14,115031
Louis XIV,1,115047
Mathilde,14,115088
Mathilde,0,115126
Mathilde,14,115204
Norbert,19,115267
Rothschild,0,115320
Altamira,23,115353
M. de Croisenois,29,115359
Mathilde,6,115479
Mathilde,17,115583
Altamira,2,115620
M. de Croisenois,10,115724
Mathilde,3,115717
Mathilde,4,115818
M. de Croisenois,15,116157
Mathilde,9,116151
Mathilde,24,116187
Julien,13,116314
Mme de Staël,9,116436
Mathilde,18,116665
Mlle de La Mole,7,116683
Mathilde,14,116839
Altamira,5,116830
Danton,4,117078
Julien,0,117110
Elle,0,117156
Mathilde,8,117206
Napoléon,16,117280
Ce Sorel,0,117264
Danton,6,117290
Julien,12,117336
Altamira,16,117359
Julien,3,117371
M. de Nerval,16,117477
M. de Nerval,0,117494
Julien,19,117552
Altamira,11,117578
d'Araceli,3,117596
Altamira,20,117837
Julien,25,117993
Altamira,23,117991
Julien,15,118560
Mathilde,21,118707
M. de Fervaques,0,118686
Mais,0,118737
Julien,5,118764
Elle,0,118759
Altamira,14,118839
Julien,11,119080
Julien,0,119088
Marino,15,119139
Julien,11,119135
Marino Faliero,15,119139
Casimir Delavigne,0,119146
M. de Retz,14,119216
d'Israël Bertuccio,29,119263
Danton,2,119309
Danton,21,119350
Pichegru,21,119380
Napoléon,0,119359
La Fayette,0,119382
Julien,12,119401
Altamira,20,119443
Julien,15,119496
Mathilde,0,119817
Julien,0,119852
Julien,4,119915
Julien,0,119966
Dieu,14,119992
Julien,7,120057
Monsieur Sorel,40,120099
Pour Mathilde,0,120059
Mathilde,0,120353
Danton,3,120510
Mathilde,0,120631
Julien,20,120659
Mme de Rênal,11,120650
Julien,9,120847
Julien,5,120912
Mathilde,1,121037
Julien,11,121058
Julien,0,121063
Julien,25,121176
Julien,0,121184
Marguerite de Navarre,8,121292
La Mole,0,121284
Mathilde,25,121309
Marguerite,27,121311
Mlle de La Mole,19,121303
Henri IV,20,121334
La Mole,0,121314
Charles IX,23,121365
Catherine de Médicis,12,121385
La Mole,0,121373
La Mole,21,121416
Annibal,26,121609
Coconasso,15,121598
Coconasso,18,121601
La Mole,12,121595
Charles IX,16,121638
Julien,12,121752
Julien,3,121787
La Mole,4,121868
Henri III,1,122080
Julien,4,122108
Mlle de La Mole,12,122203
Julien,11,122444
Mlle de La Mole,20,122453
Napoléon,32,122465
Julien,10,122477
Mathilde,32,122566
Julien,0,122594
Julien,13,122743
Julien,0,122821
Julien,0,122896
Julien,31,123000
Mathilde,9,122978
Julien,15,123477
Norbert,25,123618
Mlle de La Mole,5,123598
Julien,8,123688
Mathilde,0,124042
Mathilde,8,124147
Mathilde,9,124210
Mathilde,4,124239
Mathilde,24,124559
Elle,0,124610
Elle,0,124630
Julien,27,124721
Maury,7,124745
Caylus,11,124871
Henri III,18,124977
Louis XIII,20,125027
Croisenois,15,125370
Marguerite de Valois,12,125640
La Mole,18,125646
Julien,22,125871
M. de La Mole,0,125996
Croisenois,4,126172
de Croisenois,12,126275
de Luz,15,126278
Julien l'air prêtre,5,126290
Mais,0,126298
Julien,21,126477
Julien,20,126610
Caylus,3,126634
Mathilde,37,126722
Julien,15,126700
Norbert,29,126714
Julien,40,126725
Croisenois,26,126711
Mme de La Mole,10,126695
M. de Caylus,20,126705
Mlle de La Mole,7,126742
Mathilde,9,127033
Mathilde,16,127087
M. de Croisenois,19,127146
Norbert,13,127140
Mathilde,0,127127
Caylus,9,127136
Elle,0,127150
Mathilde,0,127370
Julien,7,127417
Julien,10,127537
Mathilde,7,127534
Julien,13,127670
Julien,15,127741
M. de La Mole,20,127746
Mme de Rênal,6,127732
Mathilde,8,127767
Julien,0,127782
de Croisenois,5,127836
de Luz,8,127839
de Caylus,2,127833
Julien,17,127848
Norbert,8,127904
SCHILLER,0,127896
Julien,9,128051
Mathilde,10,128080
Julien,2,128096
Julien,10,128145
Mathilde,6,128141
Mathilde,8,128182
Mais Julien,0,128270
Voltaire,19,128289
Voltaire,26,128332
M. de La Mole,0,128369
Norbert,5,128469
Machiavel,14,128487
Julien,0,128473
Catherine de Médicis,11,128594
Julien,14,128678
Mathilde,26,128706
Julien,0,128791
Julien,24,128948
M. de La Mole,5,129086
Julien,8,129103
Julien,13,129125
Mlle de La Mole,11,129170
Mathilde,10,129262
Julien,2,129341
