full_word,sentence_word_index,total_word_index
M. de La Mole,12,108948
Sorel,0,108995
Geronimo,12,109105
de Beauvoisis,5,109098
Beauvoisis,6,109099
Julien,0,109114
Jamais Julien,0,109164
M. de La Mole,25,109215
La Mole,0,109285
Norbert,2,109498
M. de La Mole,0,109522
Julien,7,109529
Julien,0,109585
Julien,0,109729
Julien,0,109759
Julien,6,109805
Julien,4,109834
Pirard,6,109855
Julien,4,109879
Rivarol,9,110072
Julien,5,110068
M. de La Mole,0,110085
Julien,5,110107
M. de La Mole,0,110208
Julien,9,110227
Julien,0,110394
Julien,0,110445
M. l'abbé Pirard,4,110644
Poisson,0,110673
Julien,4,110686
Pirard,7,110980
Julien,5,111000
Julien,21,111055
Julien,10,111111
Bonaparte,6,111149
Hudson Lowe,7,111158
Korasoff,8,111254
Korasoff,27,111332
Julien,0,111305
Philippe Vane,14,111386
Locke,25,111397
Vane,16,111425
Julien,11,111420
Julien,0,111433
M. de La Mole,14,111506
Remarquez,0,111877
Julien,2,111972
M. de Rênal,10,112057
M. de Valenod,7,112069
M. de Rênal,18,112080
Julien,5,112142
Julien,5,112172
Julien,0,112186
M. de La Mole,29,112279
M. de Cholin,27,112388
M. de Valenod,3,112364
Julien,19,112380
M. de La Mole,46,112407
Julien,0,112361
Julien,10,112422
M. de Cholin,2,112441
Julien,7,112446
Julien,0,112499
Julien,0,112689
Julien,20,112873
La Mole,14,112867
La Mole,32,112885
Mathilde,0,112901
de Luz,16,113019
de Croisenois,10,113013
Julien,23,113077
Monsieur Sorel,39,113118
M. de Retz,50,113129
Julien,8,113231
Julien,0,113253
Norbert,2,113461
M. de Retz,30,113489
Sorel,9,113468
Julien,5,113464
Julien,20,113513
Norbert,9,113707
Norbert,0,113729
Julien,18,113768
Julien,5,114162
Mathilde,7,114210
Julien,6,114220
Coulon,8,114345
Monsieur Sorel,13,114425
Rousseau,0,114453
Julien,6,114469
Mathilde,0,114648
Mathilde,14,114745
M. de Rouvray,0,114799
Mathilde,14,114827
M. de Rouvray,32,114879
Voilà Croisenois,14,114861
Lui,0,114893
Altamira,14,115031
Louis XIV,1,115047
Mathilde,14,115088
Mathilde,0,115126
Mathilde,14,115204
Norbert,19,115267
Rothschild,0,115320
Altamira,23,115353
M. de Croisenois,29,115359
Mathilde,6,115479
Mathilde,17,115583
Altamira,2,115620
M. de Croisenois,10,115724
Mathilde,3,115717
Mathilde,4,115818
M. de Croisenois,15,116157
Mathilde,9,116151
Mathilde,24,116187
Julien,13,116314
Mme de Staël,9,116436
Mathilde,18,116665
Mlle de La Mole,7,116683
Mathilde,14,116839
Altamira,5,116830
Danton,4,117078
Julien,0,117110
Elle,0,117156
Mathilde,8,117206
Napoléon,16,117280
Ce Sorel,0,117264
Danton,6,117290
Julien,12,117336
Altamira,16,117359
Julien,3,117371
M. de Nerval,16,117477
M. de Nerval,0,117494
Julien,19,117552
Altamira,11,117578
d'Araceli,3,117596
Altamira,20,117837
Julien,25,117993
Altamira,23,117991
Julien,15,118560
Mathilde,21,118707
M. de Fervaques,0,118686
Mais,0,118737
Julien,5,118764
Elle,0,118759
Altamira,14,118839
Julien,11,119080
Julien,0,119088
Marino,15,119139
Julien,11,119135
Marino Faliero,15,119139
Casimir Delavigne,0,119146
M. de Retz,14,119216
d'Israël Bertuccio,29,119263
Danton,2,119309
Danton,21,119350
Pichegru,21,119380
Napoléon,0,119359
La Fayette,0,119382
Julien,12,119401
Altamira,20,119443
Julien,15,119496
Mathilde,0,119817
Julien,0,119852
Julien,4,119915
Julien,0,119966
Dieu,14,119992
Julien,7,120057
Monsieur Sorel,40,120099
Pour Mathilde,0,120059
Mathilde,0,120353
Danton,3,120510
Mathilde,0,120631
Julien,20,120659
Mme de Rênal,11,120650
Julien,9,120847
Julien,5,120912
Mathilde,1,121037
Julien,11,121058
Julien,0,121063
Julien,25,121176
Julien,0,121184
Marguerite de Navarre,8,121292
La Mole,0,121284
Mathilde,25,121309
Marguerite,27,121311
Mlle de La Mole,19,121303
Henri IV,20,121334
La Mole,0,121314
Charles IX,23,121365
Catherine de Médicis,12,121385
La Mole,0,121373
La Mole,21,121416
Annibal,26,121609
Coconasso,15,121598
Coconasso,18,121601
La Mole,12,121595
Charles IX,16,121638
Julien,12,121752
Julien,3,121787
La Mole,4,121868
Henri III,1,122080
Julien,4,122108
Mlle de La Mole,12,122203
Julien,11,122444
Mlle de La Mole,20,122453
Napoléon,32,122465
Julien,10,122477
Mathilde,32,122566
Julien,0,122594
Julien,13,122743
Julien,0,122821
Julien,0,122896
Julien,31,123000
Mathilde,9,122978
Julien,15,123477
Norbert,25,123618
Mlle de La Mole,5,123598
Julien,8,123688
Mathilde,0,124042
Mathilde,8,124147
Mathilde,9,124210
Mathilde,4,124239
Mathilde,24,124559
Elle,0,124610
Elle,0,124630
Julien,27,124721
Maury,7,124745
Caylus,11,124871
Henri III,18,124977
Louis XIII,20,125027
Croisenois,15,125370
Marguerite de Valois,12,125640
La Mole,18,125646
Julien,22,125871
M. de La Mole,0,125996
Croisenois,4,126172
de Croisenois,12,126275
de Luz,15,126278
Julien l'air prêtre,5,126290
Mais,0,126298
Julien,21,126477
Julien,20,126610
Caylus,3,126634
Mathilde,37,126722
Julien,15,126700
Norbert,29,126714
Julien,40,126725
Croisenois,26,126711
Mme de La Mole,10,126695
M. de Caylus,20,126705
Mlle de La Mole,7,126742
Mathilde,9,127033
Mathilde,16,127087
M. de Croisenois,19,127146
Norbert,13,127140
Mathilde,0,127127
Caylus,9,127136
Elle,0,127150
Mathilde,0,127370
Julien,7,127417
Julien,10,127537
Mathilde,7,127534
Julien,13,127670
Julien,15,127741
M. de La Mole,20,127746
Mme de Rênal,6,127732
Mathilde,8,127767
Julien,0,127782
de Croisenois,5,127836
de Luz,8,127839
de Caylus,2,127833
Julien,17,127848
Norbert,8,127904
SCHILLER,0,127896
Julien,9,128051
Mathilde,10,128080
Julien,2,128096
Julien,10,128145
Mathilde,6,128141
Mathilde,8,128182
Mais Julien,0,128270
Voltaire,19,128289
Voltaire,26,128332
M. de La Mole,0,128369
Norbert,5,128469
Machiavel,14,128487
Julien,0,128473
Catherine de Médicis,11,128594
Julien,14,128678
Mathilde,26,128706
Julien,0,128791
Julien,24,128948
M. de La Mole,5,129086
Julien,8,129103
Julien,13,129125
Mlle de La Mole,11,129170
Mathilde,10,129262
Julien,2,129341
Léontine Fay,17,129424
Mathilde,11,129452
Julien,8,129504
Louis XV,27,129630
Louis XV,0,129603
Julien,10,129648
Julien,12,129669
Mathilde,16,129838
Julien,4,129826
Julien,0,129899
Julien,0,129998
Mathilde,12,130059
Julien,0,130047
Guy de Croisenois,21,130416
Louis,28,130423
Julien,0,130428
Granvelle,15,130619
Julien,5,130629
Tartuffe,7,130644
M. de Croisenois,6,130780
M. de La Mole,10,130953
Maslon,15,130983
Caron,16,131010
Julien,8,131083
Julien,4,131112
Cela,0,131267
Julien,7,131395
Geronimo,5,131424
ALFRED DE MUSSET,0,131485
Mathilde,10,131495
Julien,9,131508
Mathilde,0,131576
Julien,5,131737
Catherine de Médicis,32,132051
Mathilde,4,132257
Elle,0,132270
Mathilde,17,132353
Napoléon,20,132461
Baylen,25,132466
Julien,2,132470
Julien,8,132549
Mathilde,13,132669
Mlle de La Mole,15,132753
Julien,8,132802
Mlle de La Mole,19,132861
Julien,0,132872
Julien,20,133349
Julien,4,133648
Charcot,0,133681
Julien,4,133702
Julien,7,134139
M. de Beauvoisis,7,134404
Richelieu,14,134526
Julien,6,134587
Boniface de La Mole,8,134635
Cela,0,134627
Julien,0,135369
Julien,21,135495
M. de Rênal,14,135825
Fouqué,3,135928
Henry III,20,136039
Julien,6,136155
Si M. de Croisenois,0,136213
Julien,6,136340
Norbert,23,136357
Julien,3,136362
Mathilde,19,136450
Julien,0,136463
Mathilde,13,136495
M. de Croisenois,36,136756
Mathilde,8,137034
Mathilde,11,137069
Julien,0,137058
Mathilde,0,137185
Mathilde,16,137319
Julien,0,137368
Mathilde,0,137495
Julien,8,137642
Julien,0,137708
Mathilde,18,137746
On,0,137728
Mathilde,1,137818
Mathilde,4,137845
Julien,10,137895
Julien,16,138269
Mathilde,0,138349
Julien,14,138363
Julien,6,138480
Mathilde,21,138508
Julien,13,138644
Julien,0,138783
Mathilde,8,138834
Julien,16,138852
Julien,0,138884
Mathilde,3,139017
Julien,26,139049
Mlle de La Mole,10,139067
Mathilde,6,139135
Julien,0,139129
Mathilde,6,139201
Julien,12,139540
M. de Croisenois,9,139581
M. de La Mole,0,139677
Julien,5,139689
Julien,13,139791
Mathilde,18,139878
La Mole,4,139900
Mlle de La Mole,15,140029
Mathilde,9,140145
M. de La Mole,17,140280
Julien,4,140267
M. de La Mole . --Pour le Languedoc,17,140280
Altamira,4,140448
Julien,0,140649
Mathilde,11,140775
Julien,5,140769
Mathilde,0,140923
Elle,0,140938
Mathilde,4,140993
M. de Caylus,40,141048
M. de Caylus,33,141041
M. de Croisenois,27,141035
Julien,4,141083
Mathilde,0,141230
M. de Caylus,41,141316
Mlle de La Mole,8,141333
Julien,0,141325
Julien,10,141406
M. de Caylus,44,141470
Mlle de La Mole,26,141452
M. de Croisenois,1,141474
Julien,7,141485
Julien,7,141621
Mlle de La Mole,11,141842
de Luz Croisenois,14,141925
Caylus,12,141923
Julien,20,141956
Mathilde,14,142157
Julien,0,142143
Julien,0,142380
M. de La Mole,4,142400
Mathilde,17,142413
Julien,5,142519
Mais,0,142620
Mathilde,24,142710
Julien,39,142725
Mathilde,3,142950
Julien,2,142972
Julien,6,143340
Julien,22,143508
Julien,23,143576
Mme de Rênal,15,143568
Mathilde,15,143636
Julien,9,144119
Julien,6,144249
Mlle de La Mole,6,144376
M. de La Mole,0,145272
M. de Croisenois,0,145285
Mathilde,20,145305
Mathilde,14,145420
Julien,0,145619
Mathilde,2,145768
Mathilde,14,145822
Julien,24,145832
Mathilde,8,145905
Julien,20,145932
M. de La Mole,7,145941
M. de Chaulnes,31,145965
Julien,14,145986
Mathilde,9,145981
Mathilde,14,146014
Mlle de La Mole,9,146009
Julien,21,146047
Croirez,0,146055
Julien,7,146089
Mlle de La Mole,19,146115
Julien,2,146197
Mathilde,0,146202
Julien,1,146277
Mme de La Mole,29,146670
Julien,23,146713
Mathilde,0,146690
M. de Croisenois,2,146902
Julien,11,146911
Korasoff,19,146985
Alexandre,10,146976
Mathilde,14,147319
Norbert,5,147328
Mathilde,18,147457
Mathilde,0,147637
Elle,0,147789
Julien,8,147822
Mathilde,30,147897
Julien,6,147983
Lorsque Julien,0,148059
Julien,15,148225
Mathilde,16,148294
Julien,3,148281
Mathilde,0,148479
Sorel,0,148587
Mathilde,8,148607
Julien,8,148696
Julien,7,148789
Julien,13,148835
Julien,24,148972
M. l'abbé Sorel,39,149465
Julien,5,149618
Julien,0,149756
M. de La Mole,17,149782
Julien,16,149851
M. de La Mole,9,149864
Norbert,0,149958
Julien,19,150174
Julien,6,150192
Julien,10,150226
M. de La Mole,7,150242
Julien,5,150273
Ceci,0,150268
Julien,6,150335
Julien,2,150374
Julien,11,150421
Bray,12,150488
Julien,6,150500
Julien,18,150627
Julien,0,150701
M. de La Mole,10,150725
Julien,17,150931
Julien,0,150949
M. de La Mole,12,151050
Julien,9,151145
Julien,10,151177
Julien,0,151235
M. de Maistre,23,151488
Julien,0,151500
Julien,7,151560
Julien,0,151615
Elle,0,152138
Pitt,4,152142
Sorel,0,152185
Julien,0,152211
Julien,18,152662
Julien,0,152683
Julien,17,152738
M. de La Mole,5,152726
M. de Richelieu,15,152883
M. de La Mole,32,152946
Julien,13,152967
M. de La Mole,6,153000
M. de La Mole,26,153116
M. de La Mole,9,153194
Gustave,11,153669
Julien,11,153858
Julien,8,153924
M. de Nerval,15,154479
Julien,23,154529
Julien,7,154513
Julien,7,154538
M. de Nerval,1,154542
Alors M. de Nerval,0,154594
Louis XV,13,154717
Julien,6,154752
M. de Nerval,20,154789
Julien,0,154825
Julien,9,154869
M. de La Mole,9,154903
M. de Nerval,0,154917
Julien,23,154940
Bonaparte,9,155057
M. de Nerval,6,155183
Julien,12,155254
Dieu,21,155328
Bonaparte,11,155476
Julien,29,155507
M. de La Mole,32,155510
Julien,8,155530
Julien,6,155734
Julien,8,155752
Mathilde,30,155898
Julien,7,155933
Julien,10,155981
Julien,17,156104
Julien,12,156395
Julien,0,156420
Julien,5,156549
Julien,0,156704
Julien,5,156742
Geronimo,29,156777
Julien,0,156793
Julien,0,156861
Julien,0,156899
Julien,12,156986
Julien,9,157086
Julien,0,157132
Castanède,4,157160
Julien,15,157231
Mathilde,20,157393
Mathilde,0,157461
Julien,8,157481
Julien,20,157567
Julien,12,157625
Mais,8,157621
Desaix,24,157681
Korasoff,3,157759
Julien,0,157846
Julien,0,158075
Julien,0,158968
Fervaques,7,158975
Korasoff,26,159062
Julien,0,159307
Korasoff,19,159534
Julien,0,159515
Korasoff,7,159592
Altamira,8,159976
Mais,0,159968
Julien,1,160289
Diego Bustos,10,160327
Julien,0,160345
Don Diego,20,160379
Julien,15,160563
Diego Bustos,5,160577
Don Diego,14,160801
Julien,6,160883
Julien,29,160906
Altamira,27,160904
Mathilde,9,160974
Mathilde,16,161080
Julien,7,161220
Julien,9,161236
Julien,5,161314
Korasoff,5,161330
Julien,7,161332
M. de La Mole,0,161364
Mlle de La Mole,13,161405
Julien,0,161392
Julien,0,161495
Mathilde,19,161559
Julien,0,161540
Korasoff,20,161604
Julien,0,161655
Mathilde,0,161717
Mathilde,27,161822
Julien,29,161964
Mlle de La Mole,18,161953
Korasoff,2,162037
Julien,7,162066
Julien,4,162139
M. de La Mole,7,162178
Julien,0,162171
Nature,3,162455
Don Juan,2,162489
Mme de Fervaques,15,162595
Simon,24,162672
Julien,0,162681
Julien,0,162753
Mathilde,17,162818
Julien,29,162957
Mathilde,0,162959
Julien,6,163072
Julien,24,163111
Korasoff,21,163301
Julien,9,163289
Julien,12,163382
Korasoff,0,163393
Julien,6,163458
Mathilde,17,163480
Mme de Fervaques,3,163512
Mathilde,23,163571
Julien,8,163556
Elle,0,163573
M. de Croisenois,0,163598
Julien,15,163613
Münster,17,164066
Diego Bustos,24,164103
Cela,0,164128
Julien,8,164145
Julien,16,164254
Mathilde,12,164322
Julien,15,164350
Richemond,17,164532
Korasoff,9,164524
Korasoff,6,164683
Julien,7,164855
Julien,8,164896
Julien,6,165095
Manon Lescaut,21,165239
_ Manon Lescaut,20,165238
Prévost,13,165269
Manon Lescaut,8,165345
_ Manon Lescaut,7,165344
Julien,9,165420
Napoléon,17,165439
Julien,0,165821
Julien,9,166003
Julien,9,166030
Julien,10,166169
Mathilde,4,166348
M. de La Mole,7,166362
M. de Croisenois,19,166374
Julien,20,166428
Mlle de La Mole,6,166414
Mathilde,7,166512
de Fervaques,4,166789
de Julien,0,166785
Julien,6,166883
M. de La Mole,9,166957
Julien,23,167218
Julien,9,167299
Arsène,21,167311
Mathilde,16,167481
Julien,29,167494
Elle,0,167496
Julien,22,167518
Julien,4,167605
Mathilde,2,167624
Korasoff,6,167655
Mathilde,10,167716
Julien,3,167738
Julien,15,167908
Julien,13,168061
Don Juan,19,168082
Julien,8,168101
Mathilde,3,168110
Mme de Fervaques,23,168259
Julien,8,168294
Julien,10,168382
Julien,0,168449
Julien,12,168477
Mathilde,0,168663
Julien,5,168685
Mathilde,0,168771
Mathilde,15,168823
Julien,14,169064
Mme de Rênal,0,169108
Mathilde,5,169171
Mathilde,5,169496
