full_word,sentence_word_index,total_word_index,score
copperfield,2,4714,0.9982967
copperfield,2,4714,0.86344594
betsey,21,4773,0.9892384
betsey,21,4773,0.94375354
betsey,65,4817,0.97951436
betsey,65,4817,0.9330543
copperfield,3,4843,0.9976897
copperfield,3,4843,0.967934
betsey,23,4863,0.9942252
betsey,23,4863,0.93801343
betsey,84,4924,0.9908422
betsey,84,4924,0.9040677
copperfield,103,4943,0.9890169
copperfield,103,4943,0.9413319
betsey,130,4970,0.99269897
betsey,130,4970,0.96254694
copperfield,162,5002,0.9943744
copperfield,162,5002,0.94749683
betsey,212,5052,0.991401
betsey,212,5052,0.94984853
god,229,5069,0.8482566
betsey,11,5113,0.9934638
betsey,11,5113,0.97329336
david,31,5133,0.99879575
copperfield,65,5167,0.99853873
copperfield,65,5167,0.94144654
betsey,104,5206,0.9931504
betsey,104,5206,0.95204973
peggotty,7,5249,0.99931943
peggotty,7,5249,0.98610395
peggotty,7,5249,0.97231287
betsey,31,5273,0.9918534
betsey,31,5273,0.94445586
ham,59,5301,0.9990074
peggotty,60,5302,0.9985733
peggotty,60,5302,0.97620994
peggotty,60,5302,0.9344628
peggotty,0,5389,0.9755317
peggotty,0,5389,0.86422646
peggotty,0,5389,0.8200588
chillip,2,5655,0.9968389
chillip,2,5655,0.98835796
chillip,2,5725,0.9971361
chillip,2,5725,0.9893265
chillip,2,5791,0.9934994
chillip,2,5791,0.98822904
chillip,43,5865,0.996953
chillip,43,5865,0.9807324
chillip,9,5920,0.999073
chillip,9,5920,0.9964366
chillip,36,6010,0.9951846
chillip,36,6010,0.9674161
chillip,10,6051,0.99661285
chillip,10,6051,0.99033666
ham,0,6096,0.99965596
peggotty,1,6097,0.9988102
peggotty,1,6097,0.9798743
peggotty,1,6097,0.9375558
betsey,55,6151,0.9756495
betsey,55,6151,0.82286674
chillip,4,6323,0.9885346
chillip,4,6323,0.96222925
chillip,2,6390,0.9982315
chillip,2,6390,0.9731977
chillip,77,6465,0.9969613
chillip,77,6465,0.96636605
chillip,29,6548,0.9955688
chillip,29,6548,0.9802002
chillip,23,6588,0.99975854
chillip,23,6588,0.9961817
chillip,82,6647,0.9985038
chillip,82,6647,0.9932874
chillip,2,6708,0.9975068
chillip,2,6708,0.96685076
chillip,47,6753,0.9968636
chillip,47,6753,0.9707673
chillip,35,6797,0.9975591
chillip,35,6797,0.97756916
betsey,17,6867,0.9823728
betsey,17,6867,0.89785296
trotwood,18,6868,0.9929871
trotwood,18,6868,0.9267696
trotwood,18,6868,0.9643774
copperfield,19,6869,0.7487888
peggotty,38,6973,0.9869459
peggotty,38,6973,0.8141595
peggotty,38,6973,0.6712998
peggotty,19,7075,0.9969472
peggotty,19,7075,0.96824306
peggotty,19,7075,0.8828265
peggotty,36,7347,0.9830457
peggotty,36,7347,0.8371077
peggotty,36,7347,0.7715876
peggotty,20,7557,0.99156886
peggotty,20,7557,0.8727482
peggotty,20,7557,0.8158947
peggotty,22,7676,0.9930201
peggotty,22,7676,0.92094094
peggotty,22,7676,0.76527894
peggotty,26,7680,0.98284
peggotty,26,7680,0.69242096
peggotty,26,7680,0.5081012
peggotty,14,7729,0.99883586
peggotty,14,7729,0.98129475
peggotty,14,7729,0.93440366
peggotty,7,7772,0.99549294
peggotty,7,7772,0.9279088
peggotty,7,7772,0.71024024
lazarus,14,7779,0.8892408
peggotty,35,7983,0.9961287
peggotty,35,7983,0.9797577
peggotty,35,7983,0.8897988
peggotty,2,8011,0.9913952
peggotty,2,8011,0.90676403
peggotty,2,8011,0.67246634
bodgers,47,8233,0.9997328
bodgers,47,8233,0.9933515
bodgers,47,8233,0.95722973
bodgers,0,8246,0.9715163
bodgers,0,8246,0.8557866
bodgers,13,8259,0.98734945
bodgers,13,8259,0.7412652
chillip,8,8276,0.99618393
chillip,8,8276,0.99340445
chillip,5,8305,0.9990012
chillip,5,8305,0.9978125
peggotty,49,8411,0.99215454
peggotty,49,8411,0.91383016
peggotty,49,8411,0.91336685
peggotty,13,8662,0.9987544
peggotty,13,8662,0.9762488
peggotty,13,8662,0.97037065
peggotty,0,8698,0.99640036
peggotty,0,8698,0.96457857
peggotty,0,8698,0.78025436
peggotty,5,8717,0.76330525
peggotty,5,8717,0.4750349
peggotty,23,8968,0.99874014
peggotty,23,8968,0.97088426
peggotty,23,8968,0.87049556
davy,42,8987,0.93352646
peggotty,46,8991,0.9979146
peggotty,46,8991,0.9414976
peggotty,46,8991,0.9235263
peggotty,32,9049,0.52300894
peggotty,9,9125,0.998218
peggotty,9,9125,0.9790198
peggotty,9,9125,0.9181632
peggotty,6,9146,0.9966673
peggotty,6,9146,0.9629466
peggotty,6,9146,0.74939805
davy,20,9160,0.98744875
peggotty,24,9164,0.99871004
peggotty,24,9164,0.99196386
peggotty,24,9164,0.8635854
lawk,27,9167,0.8808027
peggotty,68,9208,0.99734324
peggotty,68,9208,0.96795
peggotty,68,9208,0.81269395
peggotty,77,9217,0.99903935
peggotty,77,9217,0.9882427
peggotty,77,9217,0.8041016
peggotty,110,9250,0.98872757
peggotty,110,9250,0.95068246
peggotty,110,9250,0.7023792
peggotty,119,9259,0.99883276
peggotty,119,9259,0.98356366
peggotty,119,9259,0.80466557
peggotty,16,9285,0.8625376
peggotty,16,9285,0.49387208
peggotty,25,9316,0.987278
peggotty,25,9316,0.9023158
peggotty,25,9316,0.6719119
davy,53,9344,0.8957321
peggotty,32,9519,0.9963748
peggotty,32,9519,0.93620497
peggotty,32,9519,0.9497931
peggotty,62,9549,0.9909162
peggotty,62,9549,0.64507174
peggotty,62,9549,0.6982678
peggotty,12,9669,0.99855214
peggotty,12,9669,0.98643756
peggotty,12,9669,0.9398937
davy,14,9878,0.74441975
davy,131,10082,0.8791003
peggotty,0,10174,0.9923062
peggotty,0,10174,0.91546816
peggotty,0,10174,0.8203778
peggotty,53,10253,0.99762887
peggotty,53,10253,0.9387955
peggotty,53,10253,0.8581352
peggotty,81,10281,0.9708505
peggotty,81,10281,0.9109368
peggotty,81,10281,0.6001039
peggotty,115,10315,0.98499596
peggotty,115,10315,0.5859775
peggotty,115,10315,0.75138617
peggotty,0,10330,0.9936294
peggotty,0,10330,0.9570386
peggotty,0,10330,0.81228465
peggotty,11,10384,0.99901974
peggotty,11,10384,0.964778
peggotty,11,10384,0.8336108
copperfield,33,10406,0.9988372
copperfield,33,10406,0.84098065
peggotty,42,10415,0.9990049
peggotty,42,10415,0.97608656
peggotty,42,10415,0.9548356
peggotty,6,10480,0.9891081
peggotty,6,10480,0.95474607
peggotty,6,10480,0.6066263
god,10,10484,0.99396825
peggotty,21,10495,0.9975115
peggotty,21,10495,0.94017386
peggotty,21,10495,0.8562448
peggotty,50,10524,0.9742207
peggotty,50,10524,0.9061462
peggotty,50,10524,0.47851554
peggotty,108,10582,0.9962604
peggotty,108,10582,0.9441554
peggotty,108,10582,0.8014234
peggotty,7,10619,0.9977799
peggotty,7,10619,0.9571405
peggotty,7,10619,0.8234996
peggotty,65,10677,0.98942393
peggotty,65,10677,0.8032785
peggotty,11,10787,0.997442
peggotty,11,10787,0.96201915
peggotty,11,10787,0.6903159
peggotty,97,10873,0.9975286
peggotty,97,10873,0.93496394
peggotty,97,10873,0.800965
peggotty,103,10879,0.97678226
peggotty,103,10879,0.93500847
peggotty,103,10879,0.6378807
peggotty,5,10958,0.84872675
peggotty,5,10958,0.45615122
davy,30,10990,0.85818684
peggotty,16,11020,0.99755436
peggotty,16,11020,0.93280363
peggotty,16,11020,0.7749559
peggotty,22,11026,0.9935088
peggotty,22,11026,0.82667583
peggotty,22,11026,0.67259777
davy,34,11038,0.8477193
peggotty,21,11106,0.9353252
peggotty,21,11106,0.6637946
peggotty,21,11106,0.6466576
peggotty,0,11413,0.9913918
peggotty,0,11413,0.90086645
peggotty,0,11413,0.7451611
peggotty,4,11481,0.9938076
peggotty,4,11481,0.96394867
peggotty,4,11481,0.8584232
peggotty,39,11583,0.99141824
peggotty,39,11583,0.90934753
peggotty,39,11583,0.61208755
murdstone,16,11681,0.9959383
murdstone,16,11681,0.97581124
murdstone,16,11681,0.9969848
murdstone,18,11807,0.9988279
murdstone,18,11807,0.97464275
murdstone,18,11807,0.9979665
peggotty,2,11855,0.99794286
peggotty,2,11855,0.946362
peggotty,2,11855,0.8039226
peggotty,44,11897,0.9955571
peggotty,44,11897,0.9318648
peggotty,44,11897,0.89176387
murdstone,2,11917,0.99940157
murdstone,2,11917,0.98581773
murdstone,2,11917,0.99559206
halloa,23,12289,0.6890467
murdstone,25,12291,0.9865269
murdstone,25,12291,0.9199007
murdstone,25,12291,0.98698795
murdstone,42,12308,0.99984396
murdstone,42,12308,0.9538963
murdstone,42,12308,0.99901175
davy,68,12334,0.9986706
murdstone,74,12340,0.99988866
murdstone,74,12340,0.97034854
murdstone,74,12340,0.9991228
davy,77,12343,0.9902532
jones,86,12352,0.9785347
copperfield,90,12356,0.98398006
copperfield,90,12356,0.9320948
murdstone,96,12362,0.99973255
murdstone,96,12362,0.92778724
murdstone,96,12362,0.99699295
copperfield,0,12370,0.9851756
quinion,18,12388,0.43579212
murdstone,24,12394,0.9993562
murdstone,24,12394,0.9892994
murdstone,24,12394,0.9967874
brooks,13,12434,0.99269617
murdstone,21,12442,0.99911016
murdstone,21,12442,0.9909328
murdstone,21,12442,0.99598724
brooks,10,12454,0.9940897
brooks,13,12483,0.9999218
murdstone,31,12501,0.99926585
murdstone,31,12501,0.9886121
murdstone,31,12501,0.99786395
quinion,10,12519,0.99672204
quinion,10,12519,0.8918674
quinion,10,12519,0.9749717
brooks,21,12530,0.9997975
brooks,42,12551,0.9998622
murdstone,54,12563,0.99979776
murdstone,54,12563,0.9884615
murdstone,54,12563,0.9990823
quinion,78,12587,0.9976471
quinion,78,12587,0.6834356
quinion,78,12587,0.97794306
brooks,93,12602,0.99930453
brooks,36,12640,0.5053457
skylark,41,12927,0.91799873
skylark,41,12927,0.7350323
murdstone,7,12943,0.9994941
murdstone,7,12943,0.9907656
murdstone,7,12943,0.99772316
quinion,10,13009,0.9987735
quinion,10,13009,0.9258006
quinion,10,13009,0.9739933
murdstone,19,13018,0.99963677
murdstone,19,13018,0.97706974
murdstone,19,13018,0.9961015
passnidge,39,13038,0.99964523
passnidge,39,13038,0.95147544
passnidge,39,13038,0.99330163
murdstone,70,13069,0.9993993
murdstone,70,13069,0.9880415
murdstone,70,13069,0.998409
murdstone,7,13085,0.99965525
murdstone,7,13085,0.98058873
murdstone,7,13085,0.9979235
brooks,15,13231,0.9991696
davy,32,13504,0.8756964
davy,0,13607,0.6749883
peggotty,16,13623,0.9881098
peggotty,16,13623,0.91300493
peggotty,16,13623,0.6066797
peggotty,12,13644,0.9700608
peggotty,12,13644,0.9091598
peggotty,12,13644,0.53780836
peggotty,19,13693,0.9978531
peggotty,19,13693,0.954201
peggotty,19,13693,0.92043096
peggotty,54,13769,0.99353915
peggotty,54,13769,0.96068454
peggotty,54,13769,0.95184356
davy,101,13816,0.60709876
peggotty,17,13856,0.99787784
peggotty,17,13856,0.9624153
peggotty,17,13856,0.88248867
peggotty,37,13876,0.9962081
peggotty,37,13876,0.9600919
peggotty,37,13876,0.9020812
peggotty,74,13913,0.9935802
peggotty,74,13913,0.9310346
peggotty,74,13913,0.89393395
ham,78,13917,0.99867636
peggotty,41,13978,0.99058515
peggotty,41,13978,0.91173136
peggotty,41,13978,0.7580487
peggotty,45,14057,0.9983651
peggotty,45,14057,0.9097319
peggotty,45,14057,0.9097768
peggotty,83,14095,0.9658689
peggotty,83,14095,0.8579027
peggotty,83,14095,0.5303237
peggotty,105,14117,0.9980117
peggotty,105,14117,0.9428496
peggotty,105,14117,0.7915042
grayper,0,14149,0.749538
grayper,0,14149,0.85661477
murdstone,11,14536,0.9987913
murdstone,11,14536,0.9873958
murdstone,11,14536,0.9970546
peggotty,0,14575,0.99395245
peggotty,0,14575,0.9461683
peggotty,0,14575,0.8146192
peggotty,4,14607,0.9968381
peggotty,4,14607,0.9450657
peggotty,4,14607,0.795273
peggotty,0,14808,0.9952592
peggotty,0,14808,0.9588733
peggotty,0,14808,0.8877904
peggotty,0,14850,0.99335665
peggotty,0,14850,0.9281101
peggotty,0,14850,0.73596317
peggotty,25,15044,0.9868031
peggotty,25,15044,0.7439419
peggotty,25,15044,0.5396024
peggotty,1,15098,0.988825
peggotty,1,15098,0.9030797
peggotty,1,15098,0.7914374
peggotty,64,15198,0.99787843
peggotty,64,15198,0.9622476
peggotty,64,15198,0.84638286
peggotty,122,15256,0.9939861
peggotty,122,15256,0.94163024
peggotty,122,15256,0.89344966
ham,0,15463,0.9948807
peggotty,17,15480,0.9978002
peggotty,17,15480,0.96997356
peggotty,17,15480,0.9298169
ham,104,15567,0.99499965
davy,117,15580,0.79952884
davy,84,15703,0.7943812
ham,88,15707,0.98340803
aladdin,4,15713,0.9899974
aladdin,4,15713,0.9902946
roc,9,15718,0.93013823
peggotty,37,16002,0.9984956
peggotty,37,16002,0.9499658
peggotty,37,16002,0.9041474
abraham,0,16015,0.7735029
isaac,6,16021,0.5665716
daniel,11,16026,0.82821286
peggotty,27,16171,0.98478645
peggotty,27,16171,0.83295256
peggotty,27,16171,0.5995313
peggotty,8,16345,0.9914692
peggotty,8,16345,0.88339335
peggotty,8,16345,0.6066745
ham,25,16437,0.9649854
peggotty,3,16536,0.9956691
peggotty,3,16536,0.9348129
peggotty,3,16536,0.8834382
peggotty,52,16585,0.9993187
peggotty,52,16585,0.988489
peggotty,52,16585,0.9812462
peggotty,72,16605,0.9992481
peggotty,72,16605,0.91262805
peggotty,72,16605,0.9639994
peggotty,126,16659,0.99872535
peggotty,126,16659,0.92319465
peggotty,126,16659,0.91291255
peggotty,141,16674,0.99872595
peggotty,141,16674,0.90277267
peggotty,141,16674,0.89379114
peggotty,189,16722,0.99786
peggotty,189,16722,0.8783395
peggotty,189,16722,0.90053993
peggotty,252,16785,0.9988224
peggotty,252,16785,0.94654936
peggotty,252,16785,0.9134422
little,0,16954,0.8554288
em,1,16955,0.99499583
ly,3,16957,0.9432624
ly,3,16957,0.9375229
peggotty,0,16997,0.99653554
peggotty,0,16997,0.96586514
peggotty,0,16997,0.9007655
peggotty,0,17013,0.63151133
peggotty,0,17013,0.4665847
ham,0,17046,0.9911466
peggotty,2,17093,0.9868902
peggotty,2,17093,0.86020213
peggotty,2,17093,0.82307786
peggotty,14,17113,0.9986771
peggotty,14,17113,0.91376466
peggotty,14,17113,0.8953014
ham,36,17135,0.98036754
peggotty,50,17149,0.99625635
peggotty,50,17149,0.9451671
peggotty,50,17149,0.82186496
peggotty,31,17197,0.99676067
peggotty,31,17197,0.93222356
peggotty,31,17197,0.6026736
peggotty,48,17214,0.9965082
peggotty,48,17214,0.8660289
peggotty,48,17214,0.66571176
joe,62,17228,0.99976784
peggotty,71,17237,0.99513716
peggotty,71,17237,0.8102542
peggotty,71,17237,0.71775436
peggotty,78,17244,0.99168915
peggotty,78,17244,0.7359054
peggotty,78,17244,0.8030778
peggotty,96,17262,0.99175316
peggotty,96,17262,0.793184
peggotty,96,17262,0.5430621
peggotty,8,17272,0.9979055
peggotty,8,17272,0.96955496
peggotty,8,17272,0.9015105
ham,11,17275,0.9964318
peggotty,20,17316,0.994799
peggotty,20,17316,0.8725727
peggotty,20,17316,0.7974853
little,23,17319,0.81415874
em,24,17320,0.90508896
peggotty,49,17345,0.9909633
peggotty,49,17345,0.75041574
peggotty,49,17345,0.6893684
tom,7,17360,0.9998086
peggotty,28,17381,0.9946262
peggotty,28,17381,0.8551139
peggotty,28,17381,0.8664623
peggotty,46,17399,0.98705995
peggotty,46,17399,0.6534621
peggotty,46,17399,0.5964803
peggotty,14,17443,0.99900216
peggotty,14,17443,0.9317395
peggotty,14,17443,0.9399787
peggotty,58,17487,0.998643
peggotty,58,17487,0.8831512
peggotty,58,17487,0.9363314
missis,76,17505,0.9736242
missis,76,17505,0.9973941
gummidge,77,17506,0.99244505
gummidge,77,17506,0.82270354
gummidge,77,17506,0.9756624
peggotty,83,17512,0.99440444
peggotty,83,17512,0.5728395
peggotty,83,17512,0.87147975
gummidge,86,17515,0.91396177
gummidge,86,17515,0.49960133
peggotty,90,17519,0.98985076
peggotty,90,17519,0.67823124
peggotty,90,17519,0.73419785
peggotty,97,17526,0.99663866
peggotty,97,17526,0.89296484
peggotty,97,17526,0.87106407
ham,15,17587,0.9944728
em,17,17589,0.98451126
ly,19,17591,0.9571522
ly,19,17591,0.8393894
gummidge,0,17621,0.99884063
gummidge,0,17621,0.98925334
gummidge,0,17621,0.9966599
peggotty,9,17647,0.99481
peggotty,9,17647,0.9545748
peggotty,9,17647,0.8957628
ham,39,17837,0.98082745
peggotty,21,17928,0.99809045
peggotty,21,17928,0.9581917
peggotty,21,17928,0.92941254
little,24,17976,0.5277765
em,25,17977,0.9962607
em,51,18003,0.9888082
em,65,18072,0.99707437
ly,67,18074,0.9382379
ly,67,18074,0.96389425
em,124,18131,0.9971758
ly,126,18133,0.8949123
ly,126,18133,0.92104346
em,40,18188,0.9952833
ly,42,18190,0.8387996
ly,42,18190,0.77090454
little,0,18215,0.8526106
em,1,18216,0.99485695
ly,3,18218,0.9608198
ly,3,18218,0.79867136
em,6,18323,0.94883376
ly,8,18325,0.78759044
ly,8,18325,0.6651336
em,38,18373,0.9971277
ly,40,18375,0.9046312
ly,40,18375,0.9645854
dan,83,18418,0.9985234
dan,90,18425,0.9951456
peggotty,94,18429,0.9902326
peggotty,94,18429,0.9139293
peggotty,94,18429,0.9399582
dan,105,18440,0.99395716
em,112,18447,0.997959
ly,114,18449,0.82481307
ly,114,18449,0.9562699
em,16,18481,0.99406517
ly,18,18483,0.97682285
ly,18,18483,0.92015696
peggotty,81,18546,0.99127334
peggotty,81,18546,0.8580052
peggotty,81,18546,0.75156987
little,0,18601,0.9393455
em,1,18602,0.9581734
ly,3,18604,0.84336287
ly,3,18604,0.70956236
emily,0,18652,0.92195
ham,6,18688,0.96520466
little,11,18778,0.9233541
em,12,18779,0.99330854
ly,14,18781,0.9530423
ly,14,18781,0.8567779
little,75,18922,0.89152133
em,76,18923,0.98515517
ly,78,18925,0.5984518
uncle,93,18940,0.8566146
dan,94,18941,0.9990074
ham,96,18943,0.9963231
em,37,19318,0.9686138
peggotty,69,19437,0.9937312
peggotty,69,19437,0.8581475
peggotty,69,19437,0.87669694
peggotty,36,19478,0.99749917
peggotty,36,19478,0.90498984
peggotty,36,19478,0.83757836
em,8,19511,0.9500158
time,8,19657,0.7141878
em,2,19678,0.6561056
little,17,19737,0.97395873
em,18,19738,0.96280235
ly,20,19740,0.84183544
ly,20,19740,0.8415265
gummidge,0,19777,0.9939505
gummidge,0,19777,0.9150151
gummidge,0,19777,0.9809399
peggotty,2,19779,0.99902713
peggotty,2,19779,0.9712385
peggotty,2,19779,0.9203334
peggotty,37,19814,0.9978873
peggotty,37,19814,0.9121055
peggotty,37,19814,0.7843863
ham,47,19824,0.99521315
gummidge,0,19873,0.7746765
gummidge,0,19873,0.39175284
gummidge,0,19873,0.80311465
peggotty,26,19899,0.983063
peggotty,26,19899,0.8136765
peggotty,26,19899,0.70414466
gummidge,0,19903,0.90819395
gummidge,0,19903,0.40048972
gummidge,0,19903,0.79301226
gummidge,0,19954,0.9937388
gummidge,0,19954,0.9853651
gummidge,0,19954,0.98510194
peggotty,2,19978,0.9982589
peggotty,2,19978,0.9729537
peggotty,2,19978,0.91380227
gummidge,0,20013,0.9960865
gummidge,0,20013,0.9788927
gummidge,0,20013,0.9845376
gummidge,0,20054,0.5479238
gummidge,0,20091,0.99772996
gummidge,0,20091,0.9677458
gummidge,0,20091,0.99380904
peggotty,33,20124,0.9870042
peggotty,33,20124,0.8615461
peggotty,33,20124,0.8241707
gummidge,0,20181,0.9940906
gummidge,0,20181,0.970791
gummidge,0,20181,0.9810043
peggotty,38,20285,0.9941841
peggotty,38,20285,0.93385607
peggotty,38,20285,0.8130564
gummidge,0,20317,0.86792624
gummidge,0,20317,0.3405613
gummidge,0,20317,0.8852462
gummidge,0,20367,0.9911731
gummidge,0,20367,0.91243917
gummidge,0,20367,0.96867025
peggotty,5,20396,0.9941644
peggotty,5,20396,0.9257328
peggotty,5,20396,0.79895186
gummidge,0,20409,0.98712707
gummidge,0,20409,0.8810322
gummidge,0,20409,0.946184
peggotty,0,20424,0.97048956
peggotty,0,20424,0.79470927
peggotty,0,20424,0.5784207
ham,0,20430,0.9854408
em,16,20446,0.9527679
gummidge,0,20461,0.99417144
gummidge,0,20461,0.9295245
gummidge,0,20461,0.97870296
peggotty,30,20491,0.9930773
peggotty,30,20491,0.8401972
peggotty,30,20491,0.8853192
gummidge,0,20520,0.9944149
gummidge,0,20520,0.8566057
gummidge,0,20520,0.9765345
peggotty,21,20541,0.9956012
peggotty,21,20541,0.7905841
peggotty,21,20541,0.87641436
mawther,35,20555,0.5220645
peggotty,41,20561,0.9915815
peggotty,41,20561,0.9317164
peggotty,41,20561,0.8738897
peggotty,53,20633,0.9908003
peggotty,53,20633,0.86248356
peggotty,53,20633,0.8040772
dan,12,20654,0.74913424
l,14,20656,0.5436967
peggotty,38,20680,0.9845376
peggotty,38,20680,0.7052802
peggotty,38,20680,0.8252527
peggotty,17,20714,0.9921252
peggotty,17,20714,0.8777728
peggotty,17,20714,0.89303243
peggotty,36,20791,0.98430747
peggotty,36,20791,0.79085845
peggotty,36,20791,0.74407953
peggotty,3,20916,0.99278694
peggotty,3,20916,0.90748566
peggotty,3,20916,0.778818
master,11,21040,0.8242592
davy,12,21041,0.94260216
dan,0,21151,0.88024276
l,2,21153,0.6059504
gummidge,0,21174,0.9749752
gummidge,0,21174,0.9040172
gummidge,0,21174,0.9380681
peggotty,7,21193,0.9968141
peggotty,7,21193,0.90629905
peggotty,7,21193,0.85941666
un,59,21245,0.73049575
gummidge,0,21258,0.9990207
gummidge,0,21258,0.97217566
gummidge,0,21258,0.99817085
peggotty,11,21269,0.99890935
peggotty,11,21269,0.97006464
peggotty,11,21269,0.98208964
gummidge,27,21285,0.99945945
gummidge,27,21285,0.9842717
gummidge,27,21285,0.998235
ham,17,21330,0.9932801
un,32,21345,0.44643942
gummidge,0,21352,0.95504695
gummidge,0,21352,0.784826
gummidge,0,21352,0.89475167
peggotty,20,21412,0.99876285
peggotty,20,21412,0.95628995
peggotty,20,21412,0.95297855
ham,33,21425,0.9940388
little,33,21535,0.8714525
em,34,21536,0.69431084
peggotty,9,21596,0.9902194
peggotty,9,21596,0.88005024
peggotty,9,21596,0.8814309
em,10,21610,0.69472677
peggotty,1,21833,0.9953961
peggotty,1,21833,0.9203808
peggotty,1,21833,0.895515
peggotty,13,21939,0.99616665
peggotty,13,21939,0.93246
peggotty,13,21939,0.8293251
davy,36,21962,0.91212577
peggotty,40,21966,0.99688417
peggotty,40,21966,0.89854234
peggotty,40,21966,0.8160493
davy,5,21980,0.8466295
peggotty,36,22011,0.992863
peggotty,36,22011,0.8631272
peggotty,36,22011,0.70986825
peggotty,28,22061,0.48478717
davy,56,22089,0.66480607
davy,13,22127,0.978831
peggotty,17,22131,0.99817884
peggotty,17,22131,0.9500778
peggotty,17,22131,0.97550356
peggotty,2,22158,0.98257565
